PosX,PosY,PosZ,Q1,Q2,Q3,Q4,
15.63, 1.77, 26.87,-0.09766, -0.47007, 0.04710, -0.87594,
15.84, 1.72, 27.09,-0.18135, -0.49736, 0.03791, -0.84753,
16.02, 1.75, 27.32,-0.16719, -0.51734, 0.04790, -0.83792,
16.22, 1.73, 27.47,-0.13514, -0.53402, 0.06838, -0.83180,
16.39, 1.74, 27.61,-0.14721, -0.46589, 0.06820, -0.86984,
16.50, 1.74, 27.73,-0.16479, -0.59063, 0.09393, -0.78434,
16.58, 1.75, 27.84,-0.15205, -0.66064, 0.08643, -0.73005,
16.59, 1.75, 27.87,-0.14174, -0.66073, 0.08515, -0.73219,
16.57, 1.75, 27.88,-0.12538, -0.63249, 0.08559, -0.75955,
16.56, 1.76, 27.87,-0.10263, -0.68372, 0.07257, -0.71884,
16.56, 1.76, 27.86,-0.10254, -0.68336, 0.06199, -0.72018,
16.57, 1.75, 27.87,-0.14411, -0.69180, 0.08552, -0.70238,
16.56, 1.75, 27.88,-0.13586, -0.69360, 0.08346, -0.70249,
16.56, 1.75, 27.87,-0.14251, -0.71601, 0.08903, -0.67756,
16.56, 1.74, 27.88,-0.16465, -0.68387, 0.09502, -0.70441,
16.57, 1.74, 27.87,-0.16533, -0.69040, 0.09740, -0.69751,
16.57, 1.74, 27.87,-0.17044, -0.68245, 0.10512, -0.70297,
16.57, 1.74, 27.87,-0.16658, -0.67673, 0.10365, -0.70961,
16.58, 1.74, 27.87,-0.16539, -0.68722, 0.10650, -0.69931,
16.57, 1.74, 27.86,-0.16389, -0.69218, 0.10583, -0.69486,
16.58, 1.74, 27.86,-0.16748, -0.69430, 0.11145, -0.69100,
16.58, 1.73, 27.85,-0.17347, -0.71854, 0.11864, -0.66298,
16.58, 1.73, 27.85,-0.17743, -0.72713, 0.12772, -0.65076,
16.58, 1.73, 27.84,-0.17697, -0.73498, 0.12950, -0.64165,
16.58, 1.73, 27.84,-0.17197, -0.73315, 0.12704, -0.64558,
16.58, 1.73, 27.84,-0.17036, -0.73314, 0.12685, -0.64606,
16.59, 1.73, 27.84,-0.17102, -0.73222, 0.12517, -0.64725,
16.59, 1.73, 27.84,-0.17232, -0.72945, 0.12360, -0.65033,
16.59, 1.73, 27.84,-0.17263, -0.72573, 0.12321, -0.65447,
16.59, 1.73, 27.84,-0.17116, -0.72550, 0.12193, -0.65536,
16.58, 1.74, 27.86,-0.15160, -0.65879, 0.11675, -0.72758,
16.58, 1.74, 27.87,-0.14570, -0.64040, 0.09526, -0.74805,
16.58, 1.74, 27.87,-0.13739, -0.64172, 0.09212, -0.74889,
16.58, 1.74, 27.86,-0.13598, -0.64917, 0.09468, -0.74238,
16.57, 1.74, 27.86,-0.13274, -0.65719, 0.09252, -0.73615,
16.57, 1.74, 27.86,-0.13489, -0.66093, 0.09301, -0.73234,
16.56, 1.75, 27.85,-0.13355, -0.68132, 0.08891, -0.71419,
16.57, 1.75, 27.85,-0.12974, -0.69423, 0.08634, -0.70268,
16.57, 1.75, 27.84,-0.12734, -0.69488, 0.08802, -0.70226,
16.57, 1.75, 27.84,-0.11862, -0.69662, 0.08460, -0.70250,
16.57, 1.75, 27.84,-0.11555, -0.69452, 0.08176, -0.70541,
16.57, 1.75, 27.84,-0.11015, -0.69195, 0.07836, -0.70917,
16.56, 1.75, 27.84,-0.10967, -0.69088, 0.07875, -0.71025,
16.56, 1.76, 27.84,-0.10304, -0.68980, 0.06750, -0.71345,
16.56, 1.76, 27.85,-0.09245, -0.68589, 0.05615, -0.71962,
16.56, 1.75, 27.86,-0.12639, -0.65332, 0.07002, -0.74316,
16.56, 1.75, 27.86,-0.12935, -0.64371, 0.07738, -0.75028,
16.56, 1.75, 27.86,-0.13432, -0.63817, 0.08041, -0.75381,
16.56, 1.75, 27.86,-0.13198, -0.63853, 0.08252, -0.75369,
16.56, 1.75, 27.85,-0.11793, -0.65483, 0.06590, -0.74360,
16.55, 1.76, 27.84,-0.07535, -0.64966, 0.07050, -0.75319,
16.52, 1.76, 27.74,0.02061, 0.90690, -0.11031, 0.40613,
16.50, 1.76, 27.79,0.02428, 0.94323, -0.09329, 0.31785,
16.53, 1.77, 27.88,0.06902, 0.93865, -0.02748, 0.33677,
16.56, 1.75, 27.98,-0.14303, -0.80588, -0.01530, -0.57434,
16.42, 1.77, 27.98,-0.08527, -0.63741, -0.05278, -0.76397,
16.26, 1.77, 27.82,-0.04307, -0.59228, -0.05306, -0.80283,
16.17, 1.77, 27.75,-0.06183, -0.62893, 0.03823, -0.77406,
16.15, 1.73, 27.81,-0.18035, -0.64996, 0.12326, -0.72790,
16.14, 1.73, 27.92,-0.19409, -0.63276, 0.11508, -0.74074,
16.15, 1.72, 27.96,-0.20017, -0.63553, 0.12375, -0.73534,
16.18, 1.72, 27.95,-0.20730, -0.61712, 0.13740, -0.74653,
16.24, 1.72, 27.87,-0.18557, -0.59630, 0.13521, -0.76923,
16.34, 1.73, 27.73,-0.15205, -0.57912, 0.11198, -0.79307,
16.42, 1.74, 27.66,-0.12895, -0.57266, 0.10672, -0.80252,
16.49, 1.75, 27.71,-0.10348, -0.59541, 0.07410, -0.79328,
16.54, 1.76, 27.84,-0.08593, -0.64774, 0.02953, -0.75643,
16.60, 1.75, 27.93,-0.10126, -0.68664, 0.08020, -0.71543,
16.62, 1.75, 27.96,-0.11931, -0.67240, 0.06528, -0.72759,
16.63, 1.74, 27.94,-0.13349, -0.67041, 0.07564, -0.72595,
16.64, 1.74, 27.91,-0.13274, -0.68286, 0.09401, -0.71222,
16.63, 1.75, 27.89,-0.12326, -0.68905, 0.09323, -0.70804,
16.63, 1.74, 27.89,-0.13617, -0.68256, 0.10532, -0.71026,
16.64, 1.74, 27.89,-0.14521, -0.67141, 0.10709, -0.71878,
16.64, 1.74, 27.89,-0.14356, -0.67535, 0.10748, -0.71536,
16.65, 1.74, 27.88,-0.14148, -0.67751, 0.11001, -0.71335,
16.65, 1.74, 27.88,-0.13898, -0.67487, 0.10312, -0.71735,
16.65, 1.74, 27.89,-0.12875, -0.66789, 0.09197, -0.72725,
16.65, 1.75, 27.89,-0.12108, -0.67256, 0.08844, -0.72470,
16.65, 1.74, 27.88,-0.13701, -0.67365, 0.10600, -0.71846,
16.65, 1.76, 27.88,-0.08473, -0.68065, 0.04932, -0.72602,
16.64, 1.76, 27.87,-0.06440, -0.68722, 0.04242, -0.72235,
16.64, 1.77, 27.87,-0.04418, -0.66790, 0.03250, -0.74222,
16.64, 1.77, 27.89,-0.04672, -0.64343, 0.00451, -0.76407,
16.64, 1.77, 27.88,-0.05255, -0.66100, 0.03325, -0.74781,
16.64, 1.77, 27.88,-0.06104, -0.66546, 0.03025, -0.74332,
16.64, 1.75, 27.89,-0.09797, -0.67332, 0.05778, -0.73055,
16.65, 1.73, 27.89,-0.15944, -0.65479, 0.11221, -0.73023,
16.66, 1.73, 27.90,-0.16991, -0.64669, 0.11276, -0.73499,
16.66, 1.73, 27.89,-0.15681, -0.65803, 0.11359, -0.72767,
16.65, 1.74, 27.87,-0.13598, -0.66454, 0.10501, -0.72723,
16.63, 1.73, 27.88,-0.17728, -0.66957, 0.08506, -0.71625,
16.62, 1.72, 27.91,-0.21830, -0.60018, 0.11398, -0.76101,
16.62, 1.72, 27.90,-0.20848, -0.63946, 0.13555, -0.72750,
16.61, 1.73, 27.90,-0.17838, -0.64456, 0.13604, -0.73090,
16.61, 1.74, 27.89,-0.15208, -0.63911, 0.10715, -0.74627,
16.61, 1.74, 27.89,-0.13390, -0.64240, 0.09953, -0.74799,
16.61, 1.75, 27.88,-0.11629, -0.65164, 0.09471, -0.74356,
16.62, 1.74, 27.88,-0.12336, -0.65386, 0.11161, -0.73810,
16.62, 1.74, 27.88,-0.12615, -0.64458, 0.10073, -0.74730,
16.61, 1.76, 27.89,-0.09394, -0.60924, 0.04567, -0.78608,
16.61, 1.76, 27.89,-0.09776, -0.62990, 0.06468, -0.76778,
16.61, 1.75, 27.89,-0.10487, -0.63282, 0.07842, -0.76315,
16.61, 1.75, 27.88,-0.11146, -0.63695, 0.08978, -0.75750,
16.61, 1.75, 27.88,-0.11096, -0.63737, 0.09186, -0.75697,
16.61, 1.75, 27.88,-0.11311, -0.64042, 0.09473, -0.75372,
16.61, 1.75, 27.88,-0.11790, -0.64671, 0.08798, -0.74842,
16.62, 1.75, 27.87,-0.11769, -0.66963, 0.10357, -0.72596,
16.63, 1.75, 27.87,-0.10502, -0.67585, 0.09844, -0.72285,
16.63, 1.74, 27.90,-0.13941, -0.63913, 0.09751, -0.75005,
16.63, 1.74, 27.89,-0.14117, -0.63771, 0.10760, -0.74955,
16.63, 1.74, 27.88,-0.13088, -0.66903, 0.10109, -0.72460,
16.63, 1.74, 27.87,-0.12962, -0.68668, 0.11450, -0.70609,
16.63, 1.74, 27.86,-0.12339, -0.68529, 0.12949, -0.70596,
16.62, 1.74, 27.89,-0.12937, -0.65266, 0.09192, -0.74085,
16.61, 1.75, 27.89,-0.11622, -0.64877, 0.07500, -0.74831,
16.61, 1.76, 27.83,-0.07832, -0.80188, 0.06932, -0.58827,
16.61, 1.76, 27.82,-0.08459, -0.81156, 0.07582, -0.57313,
16.62, 1.75, 27.84,-0.09944, -0.77479, 0.07603, -0.61970,
16.62, 1.75, 27.85,-0.10877, -0.75433, 0.08414, -0.64193,
16.62, 1.74, 27.87,-0.12355, -0.66499, 0.09378, -0.73056,
16.62, 1.74, 27.88,-0.14689, -0.63974, 0.11412, -0.74574,
16.63, 1.74, 27.87,-0.14502, -0.65464, 0.11199, -0.73340,
16.62, 1.74, 27.87,-0.14399, -0.66820, 0.11050, -0.72151,
16.62, 1.74, 27.87,-0.14538, -0.67228, 0.11442, -0.71681,
16.62, 1.74, 27.88,-0.12271, -0.65746, 0.09599, -0.73721,
16.63, 1.74, 27.88,-0.12868, -0.65770, 0.09906, -0.73557,
16.63, 1.74, 27.88,-0.13043, -0.66197, 0.10134, -0.73111,
16.63, 1.74, 27.88,-0.13240, -0.66360, 0.10204, -0.72918,
16.63, 1.74, 27.88,-0.12847, -0.66080, 0.09669, -0.73314,
16.63, 1.74, 27.87,-0.10777, -0.66006, 0.14066, -0.73002,
16.63, 1.74, 27.87,-0.12044, -0.67051, 0.13313, -0.71985,
16.64, 1.74, 27.86,-0.11955, -0.66920, 0.13059, -0.72168,
16.64, 1.74, 27.87,-0.11879, -0.66802, 0.12423, -0.72402,
16.63, 1.74, 27.87,-0.12692, -0.66687, 0.11573, -0.72511,
16.64, 1.74, 27.89,-0.14019, -0.65856, 0.12117, -0.72936,
16.64, 1.73, 27.93,-0.16926, -0.64379, 0.12178, -0.73624,
16.67, 1.70, 28.00,-0.22319, -0.64682, 0.15034, -0.71359,
16.70, 1.65, 28.01,-0.31803, -0.74170, 0.24787, -0.53600,
16.68, 1.68, 28.04,-0.28354, -0.74408, 0.18290, -0.57662,
16.67, 1.72, 28.03,-0.21129, -0.70133, 0.09780, -0.67374,
16.70, 1.71, 27.91,-0.18827, -0.65510, 0.10865, -0.72360,
16.75, 1.72, 27.74,-0.16965, -0.60600, 0.10110, -0.77056,
16.77, 1.73, 27.67,-0.15652, -0.60658, 0.11329, -0.77119,
16.79, 1.73, 27.68,-0.18196, -0.58083, 0.10814, -0.78602,
16.78, 1.72, 27.80,-0.19856, -0.58501, 0.10099, -0.77983,
16.78, 1.71, 27.98,-0.20571, -0.60623, 0.14492, -0.75443,
16.81, 1.71, 28.08,-0.20843, -0.67063, 0.13691, -0.69862,
16.81, 1.73, 28.13,-0.20731, -0.69355, 0.09694, -0.68309,
16.77, 1.73, 28.12,-0.18456, -0.68460, 0.07130, -0.70155,
16.75, 1.74, 28.04,-0.15578, -0.64347, 0.07725, -0.74546,
16.75, 1.74, 27.85,-0.12292, -0.58503, 0.06721, -0.79882,
16.77, 1.76, 27.66,-0.08403, -0.57339, 0.09076, -0.80989,
16.77, 1.77, 27.61,-0.03488, -0.56196, 0.06311, -0.82401,
16.74, 1.80, 27.60,0.06555, -0.55896, -0.02437, -0.82624,
16.71, 1.80, 27.64,0.09571, -0.56881, -0.03941, -0.81593,
16.69, 1.80, 27.70,0.08722, -0.61635, -0.05394, -0.78076,
16.71, 1.75, 27.76,-0.10731, -0.63404, 0.08270, -0.76134,
16.74, 1.72, 27.81,-0.18408, -0.61939, 0.13700, -0.75080,
16.75, 1.72, 27.82,-0.18551, -0.61378, 0.12579, -0.75700,
16.76, 1.73, 27.83,-0.17197, -0.61534, 0.10732, -0.76175,
16.76, 1.73, 27.82,-0.17204, -0.62104, 0.11165, -0.75647,
16.78, 1.72, 27.79,-0.18143, -0.70006, 0.12572, -0.67911,
16.78, 1.71, 27.80,-0.20211, -0.67429, 0.14443, -0.69543,
16.77, 1.71, 27.82,-0.20807, -0.60445, 0.14141, -0.75588,
16.77, 1.73, 27.82,-0.17302, -0.62919, 0.11514, -0.74895,
16.76, 1.74, 27.81,-0.15175, -0.63353, 0.09461, -0.75277,
16.76, 1.74, 27.80,-0.13323, -0.64921, 0.08622, -0.74387,
16.75, 1.74, 27.80,-0.13263, -0.64942, 0.08412, -0.74403,
16.75, 1.74, 27.80,-0.13230, -0.67527, 0.08092, -0.72109,
16.75, 1.74, 27.80,-0.13600, -0.66117, 0.08458, -0.73294,
16.76, 1.74, 27.80,-0.14066, -0.63838, 0.09272, -0.75106,
16.76, 1.74, 27.80,-0.14505, -0.63543, 0.09858, -0.75198,
16.76, 1.74, 27.80,-0.13984, -0.63243, 0.10632, -0.75444,
16.76, 1.74, 27.80,-0.12849, -0.63360, 0.10389, -0.75581,
16.75, 1.77, 27.80,-0.06722, -0.65366, -0.01980, -0.75353,
16.75, 1.74, 27.82,-0.13678, -0.61794, 0.07222, -0.77086,
16.75, 1.73, 27.81,-0.13634, -0.62916, 0.10090, -0.75854,
16.75, 1.74, 27.80,-0.13520, -0.63638, 0.09948, -0.75289,
16.75, 1.73, 27.80,-0.17491, -0.63210, 0.09845, -0.74844,
16.77, 1.71, 27.81,-0.20130, -0.60620, 0.13992, -0.75659,
16.77, 1.71, 27.82,-0.19896, -0.59269, 0.14003, -0.76781,
16.77, 1.72, 27.81,-0.19228, -0.60852, 0.13211, -0.75847,
16.77, 1.72, 27.81,-0.19158, -0.62205, 0.11555, -0.75034,
16.76, 1.72, 27.84,-0.21205, -0.60233, 0.09983, -0.76307,
16.75, 1.72, 27.83,-0.19035, -0.60987, 0.08902, -0.76413,
16.75, 1.73, 27.83,-0.18283, -0.61558, 0.07917, -0.76248,
16.75, 1.73, 27.83,-0.17323, -0.62080, 0.08116, -0.76027,
16.75, 1.73, 27.83,-0.17584, -0.61240, 0.08984, -0.76549,
16.75, 1.73, 27.82,-0.17461, -0.61086, 0.09249, -0.76668,
16.75, 1.73, 27.82,-0.17593, -0.61184, 0.09226, -0.76563,
16.75, 1.73, 27.82,-0.16048, -0.61809, 0.09204, -0.76403,
16.75, 1.73, 27.81,-0.15540, -0.62170, 0.10023, -0.76111,
16.75, 1.73, 27.80,-0.15131, -0.62901, 0.11049, -0.75448,
16.75, 1.73, 27.79,-0.15078, -0.63332, 0.11595, -0.75015,
16.75, 1.73, 27.79,-0.14996, -0.63055, 0.11119, -0.75337,
16.76, 1.73, 27.80,-0.14724, -0.63189, 0.11158, -0.75271,
16.76, 1.73, 27.80,-0.14257, -0.63426, 0.11106, -0.75170,
16.76, 1.74, 27.80,-0.13125, -0.63414, 0.09998, -0.75540,
16.77, 1.74, 27.80,-0.09880, -0.64038, 0.08531, -0.75689,
16.78, 1.74, 27.79,-0.11431, -0.64460, 0.10167, -0.74906,
16.78, 1.74, 27.79,-0.12696, -0.63355, 0.10275, -0.75627,
16.78, 1.70, 27.81,-0.23224, -0.60323, 0.16991, -0.74385,
16.78, 1.70, 27.81,-0.20716, -0.60621, 0.15465, -0.75212,
16.78, 1.72, 27.80,-0.16666, -0.61192, 0.13292, -0.76165,
16.79, 1.72, 27.79,-0.17368, -0.66924, 0.11410, -0.71340,
16.82, 1.68, 27.88,-0.28075, -0.58916, 0.11998, -0.74811,
16.81, 1.62, 28.02,-0.37885, -0.44123, 0.14649, -0.80020,
16.78, 1.65, 28.09,-0.34049, -0.39903, 0.13133, -0.84118,
16.88, 1.66, 28.09,-0.29016, -0.48150, 0.13373, -0.81614,
16.98, 1.68, 28.02,-0.20743, -0.62399, 0.17103, -0.73373,
16.96, 1.70, 28.05,-0.18462, -0.66989, 0.16621, -0.69967,
16.85, 1.71, 28.13,-0.16254, -0.72091, 0.13079, -0.66089,
16.76, 1.72, 28.15,-0.17754, -0.72275, 0.12741, -0.65565,
16.72, 1.74, 28.10,-0.12937, -0.69902, 0.07374, -0.69943,
16.74, 1.73, 28.06,-0.14862, -0.68442, 0.12106, -0.70344,
16.74, 1.72, 28.04,-0.15059, -0.68167, 0.13157, -0.70380,
16.74, 1.73, 28.05,-0.14801, -0.67676, 0.12261, -0.71068,
16.73, 1.73, 28.05,-0.14484, -0.67958, 0.12562, -0.70810,
16.73, 1.73, 28.05,-0.13923, -0.69080, 0.12039, -0.69923,
16.73, 1.76, 28.03,-0.05379, -0.74014, 0.03888, -0.66917,
16.70, 1.79, 28.04,0.05509, -0.70635, -0.01457, -0.70557,
16.69, 1.80, 28.03,0.10431, -0.69285, -0.02915, -0.71290,
16.68, 1.80, 28.04,0.12785, -0.66600, -0.06059, -0.73241,
16.68, 1.80, 28.05,0.08795, -0.67139, -0.05301, -0.73396,
16.72, 1.74, 28.06,-0.12351, -0.65435, 0.07602, -0.74215,
16.73, 1.73, 28.06,-0.12870, -0.65702, 0.10227, -0.73573,
16.73, 1.73, 28.05,-0.14284, -0.66782, 0.12503, -0.71971,
16.73, 1.73, 28.05,-0.13702, -0.67284, 0.12384, -0.71637,
16.72, 1.73, 28.04,-0.13030, -0.70894, 0.12130, -0.68243,
16.72, 1.73, 28.03,-0.12724, -0.70997, 0.12208, -0.68180,
16.72, 1.73, 28.03,-0.13072, -0.70888, 0.12497, -0.68175,
16.71, 1.73, 28.02,-0.12528, -0.72455, 0.11432, -0.66803,
16.71, 1.73, 28.02,-0.12459, -0.72132, 0.11685, -0.67121,
16.71, 1.74, 28.03,-0.11749, -0.70591, 0.07760, -0.69417,
16.71, 1.73, 28.05,-0.13271, -0.67375, 0.08773, -0.72163,
16.72, 1.74, 28.04,-0.11657, -0.69411, 0.08633, -0.70511,
16.72, 1.75, 28.00,-0.08137, -0.80585, 0.07506, -0.58167,
16.72, 1.74, 28.00,-0.09919, -0.78485, 0.08784, -0.60536,
16.73, 1.72, 28.03,-0.14163, -0.68723, 0.13652, -0.69929,
16.73, 1.73, 28.03,-0.13851, -0.68939, 0.12756, -0.69949,
16.73, 1.72, 28.03,-0.14536, -0.68405, 0.13630, -0.70169,
16.73, 1.72, 28.03,-0.15784, -0.67528, 0.14764, -0.70518,
16.72, 1.72, 28.03,-0.16217, -0.66905, 0.15273, -0.70904,
16.73, 1.71, 28.03,-0.16512, -0.66469, 0.16225, -0.71035,
16.72, 1.72, 28.03,-0.16168, -0.67134, 0.15662, -0.70614,
16.72, 1.72, 28.03,-0.16254, -0.66811, 0.15276, -0.70984,
16.72, 1.72, 28.03,-0.15058, -0.66729, 0.14142, -0.71558,
16.73, 1.72, 28.03,-0.13572, -0.66916, 0.13873, -0.71733,
16.73, 1.72, 28.03,-0.14024, -0.67255, 0.14304, -0.71243,
16.73, 1.73, 28.03,-0.12843, -0.67339, 0.12690, -0.71691,
16.73, 1.74, 28.01,-0.07518, -0.71278, 0.10020, -0.69011,
16.72, 1.74, 27.96,-0.08823, -0.72985, 0.11290, -0.66842,
16.62, 1.73, 27.83,0.03104, 0.98197, -0.14745, 0.11413,
16.48, 1.74, 27.82,-0.01843, 0.94993, -0.14372, -0.27683,
16.30, 1.72, 27.72,-0.04705, 0.90218, -0.18524, -0.38672,
16.01, 1.71, 27.56,-0.07007, 0.88005, -0.18641, -0.43110,
15.80, 1.71, 27.38,-0.06084, 0.87517, -0.19367, -0.43916,
15.60, 1.72, 27.14,-0.00832, 0.86893, -0.15077, -0.47134,
15.37, 1.72, 26.98,-0.03119, 0.84875, -0.16977, -0.49983,
15.12, 1.74, 26.87,-0.06442, 0.81263, -0.14936, -0.55962,
14.89, 1.73, 26.77,-0.05545, 0.58089, -0.12259, -0.80279,
14.74, 1.75, 26.74,-0.11319, 0.34608, -0.08085, -0.92784,
14.62, 1.74, 26.85,-0.11413, 0.20599, -0.04497, -0.97083,
14.55, 1.75, 27.07,-0.11843, 0.12978, 0.00117, -0.98444,
14.45, 1.73, 27.33,-0.15249, 0.14423, -0.01754, -0.97757,
14.34, 1.74, 27.63,-0.17179, 0.13648, -0.05121, -0.97429,
14.29, 1.71, 27.93,-0.18386, 0.29763, -0.06713, -0.93440,
14.21, 1.74, 28.20,-0.17897, 0.53408, -0.12961, -0.81605,
14.01, 1.72, 28.35,-0.12528, 0.65702, -0.15316, -0.72744,
13.83, 1.74, 28.39,-0.05947, 0.77979, -0.19009, -0.59351,
13.65, 1.73, 28.38,0.00118, 0.94790, -0.19298, -0.25346,
13.53, 1.76, 28.32,0.03604, 0.98354, -0.17494, -0.02713,
13.48, 1.75, 27.96,0.05226, 0.98820, -0.14370, 0.00951,
13.41, 1.74, 27.61,0.02133, 0.98775, -0.14076, 0.06393,
13.38, 1.77, 27.34,0.02377, 0.98094, -0.13461, 0.13813,
13.45, 1.75, 27.04,0.04046, 0.96799, -0.08491, 0.23270,
13.53, 1.78, 26.77,0.05189, 0.95505, -0.08899, 0.27796,
13.60, 1.76, 26.49,0.05535, 0.92673, -0.09281, 0.35984,
13.70, 1.80, 26.23,0.04055, 0.89642, -0.04831, 0.43869,
13.94, 1.77, 26.02,0.07139, 0.88774, -0.03818, 0.45316,
14.17, 1.80, 25.85,0.05295, 0.86789, -0.03936, 0.49235,
14.41, 1.76, 25.66,-0.08932, -0.77770, 0.07011, -0.61830,
14.64, 1.78, 25.54,-0.10326, -0.64210, 0.06748, -0.75663,
14.90, 1.76, 25.52,-0.10839, -0.58963, 0.02765, -0.79989,
15.12, 1.78, 25.54,-0.10808, -0.52871, 0.02017, -0.84165,
15.37, 1.76, 25.55,-0.10105, -0.45670, 0.01656, -0.88371,
15.61, 1.78, 25.62,-0.10400, -0.38403, 0.01867, -0.91726,
15.80, 1.74, 25.85,-0.12522, -0.40501, 0.01025, -0.90564,
15.96, 1.76, 26.08,-0.15173, -0.45520, 0.00956, -0.87731,
16.21, 1.70, 26.30,-0.18403, -0.48450, -0.01185, -0.85513,
16.42, 1.74, 26.39,-0.14630, -0.57686, 0.03227, -0.80299,
16.39, 1.77, 26.29,0.04050, 0.87072, -0.08567, 0.48257,
16.18, 1.77, 26.17,0.01335, 0.99018, -0.08511, -0.11008,
15.93, 1.75, 26.04,-0.06024, 0.96677, -0.08854, -0.23215,
15.71, 1.77, 25.87,-0.02862, 0.95782, -0.08967, -0.27152,
15.67, 1.76, 25.63,0.02793, 0.98603, -0.05040, 0.15631,
15.58, 1.78, 25.36,0.03642, 0.96721, -0.04725, 0.24689,
15.50, 1.76, 25.08,0.02722, 0.95024, -0.05022, 0.30623,
15.47, 1.78, 24.78,0.03077, 0.93775, -0.09911, 0.33145,
15.64, 1.74, 24.50,0.08216, 0.92851, -0.07577, 0.35408,
15.88, 1.78, 24.30,0.12231, 0.88511, -0.04378, 0.44688,
16.04, 1.75, 24.03,0.10220, 0.91244, -0.06331, 0.39116,
16.21, 1.78, 23.75,0.09591, 0.95187, -0.05748, 0.28538,
16.45, 1.75, 23.54,0.08733, 0.97910, -0.08552, 0.16256,
16.57, 1.77, 23.40,0.06526, 0.97156, -0.16250, 0.15942,
16.61, 1.76, 23.39,0.13195, 0.85674, -0.14271, 0.47772,
16.53, 1.75, 23.53,-0.16828, -0.24895, 0.08756, -0.94976,
16.51, 1.75, 23.59,-0.17652, -0.37161, 0.06198, -0.90934,
16.56, 1.77, 23.52,-0.11263, -0.76747, 0.08883, -0.62483,
16.49, 1.77, 23.34,0.05108, 0.99173, -0.08801, 0.07821,
16.46, 1.75, 23.11,0.00352, 0.99067, -0.12468, 0.05485,
16.49, 1.76, 22.90,0.01728, 0.99105, -0.13207, 0.00931,
16.59, 1.73, 22.66,0.03423, 0.98702, -0.15416, -0.02934,
16.63, 1.76, 22.42,0.00998, 0.98536, -0.15873, -0.06132,
16.56, 1.73, 22.13,-0.00057, 0.96788, -0.15709, -0.19631,
16.49, 1.77, 21.91,-0.01782, 0.93687, -0.10880, -0.33186,
16.47, 1.76, 21.68,-0.02999, 0.84824, -0.09304, -0.52051,
16.38, 1.75, 21.57,-0.08381, 0.70542, -0.12590, -0.69246,
16.23, 1.73, 21.54,-0.12469, 0.68037, -0.09905, -0.71536,
16.07, 1.74, 21.61,-0.14460, 0.46553, -0.10742, -0.86650,
15.88, 1.73, 21.68,-0.14589, 0.28852, -0.07740, -0.94312,
15.73, 1.74, 21.78,-0.19254, 0.14943, -0.06702, -0.96753,
15.66, 1.72, 22.02,-0.19843, 0.05980, -0.04027, -0.97746,
15.65, 1.75, 22.31,-0.16238, 0.08116, 0.00105, -0.98338,
15.52, 1.74, 22.58,-0.08097, 0.18633, -0.06018, -0.97729,
15.39, 1.77, 22.85,-0.09417, 0.27699, -0.07363, -0.95341,
15.27, 1.74, 23.10,-0.07163, 0.55446, -0.09736, -0.82339,
15.15, 1.77, 23.26,-0.03562, 0.82466, -0.13089, -0.54912,
14.95, 1.75, 23.31,-0.02225, 0.85582, -0.13270, -0.49947,
14.74, 1.75, 23.27,-0.05832, 0.83256, -0.16634, -0.52515,
14.54, 1.74, 23.21,-0.05684, 0.86313, -0.16646, -0.47336,
14.34, 1.77, 23.12,-0.03771, 0.87316, -0.13576, -0.46662,
14.22, 1.75, 22.88,-0.00324, 0.88561, -0.13338, -0.44486,
14.11, 1.78, 22.69,-0.05482, 0.86228, -0.13746, -0.48433,
13.94, 1.77, 22.57,-0.05176, 0.83024, -0.07261, -0.55023,
13.78, 1.78, 22.47,-0.08973, 0.81064, -0.06946, -0.57445,
13.70, 1.79, 22.31,-0.04365, 0.77690, -0.09211, -0.62132,
13.65, 1.79, 22.19,-0.07665, 0.73467, -0.08981, -0.66807,
13.63, 1.79, 22.20,-0.09948, 0.50671, -0.06838, -0.85362,
13.62, 1.77, 22.17,-0.08472, 0.57657, -0.14724, -0.79919,
13.72, 1.78, 22.26,-0.06612, 0.70012, -0.11670, -0.70131,
13.79, 1.76, 22.37,-0.10780, 0.77841, -0.14723, -0.60065,
13.84, 1.77, 22.39,-0.11233, 0.82931, -0.13508, -0.53045,
13.87, 1.76, 22.36,-0.11932, 0.82764, -0.14900, -0.52780,
13.90, 1.77, 22.28,-0.07388, 0.74087, -0.13968, -0.65280,
13.91, 1.75, 22.15,-0.03235, 0.67276, -0.27027, -0.68797,
13.95, 1.76, 22.12,-0.06722, 0.74354, -0.20155, -0.63404,
13.99, 1.78, 22.23,-0.09092, 0.76102, -0.07997, -0.63733,
14.00, 1.77, 22.37,-0.10194, 0.79814, -0.04938, -0.59173,
14.01, 1.77, 22.38,-0.08981, 0.85003, -0.07427, -0.51368,
14.00, 1.78, 22.38,-0.08859, 0.78560, -0.06644, -0.60875,
14.00, 1.78, 22.33,-0.05725, 0.76835, -0.07333, -0.63324,
14.00, 1.76, 22.29,-0.10071, 0.74584, -0.14897, -0.64139,
14.01, 1.77, 22.28,-0.07705, 0.71996, -0.15040, -0.67313,
14.04, 1.76, 22.23,-0.03821, 0.78005, -0.17504, -0.59951,
14.04, 1.77, 22.24,-0.06676, 0.77147, -0.16404, -0.61112,
14.03, 1.77, 22.25,-0.07616, 0.74746, -0.16704, -0.63844,
14.02, 1.77, 22.26,-0.07717, 0.73591, -0.16010, -0.65334,
